	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_description	vogdb_categories	heme_regulatory_motif_count
PKUV01_ENA|PKUV01000029|PKUV01000029.1_11	PKUV01	ENA|PKUV01000029|PKUV01000029.1	11	12994	13671	1	C		scs:Sta7437_1242  hypothetical protein	False	0.47	187.0	4.7999999999999994e-51								MAE_28990/MAE_18760-like HEPN [PF18737.1]; RiboL-PSP-HEPN [PF18735.1]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_12	PKUV01	ENA|PKUV01000029|PKUV01000029.1	12	13762	14175	-1	C		scu:SCE1572_18590  hypothetical protein	False	0.421	104.0	1.2449999999999999e-23								PIN domain [PF01850.21]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_13	PKUV01	ENA|PKUV01000029|PKUV01000029.1	13	14166	14456	-1	C		aba:Acid345_4129  hypothetical protein	False	0.482	79.0	7.051000000000001e-16												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_14	PKUV01	ENA|PKUV01000029|PKUV01000029.1	14	15465	15779	1	C		acm:AciX9_2607  hypothetical protein	False	0.526	97.0	6.522e-22								Zeta toxin [PF06414.12]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_15	PKUV01	ENA|PKUV01000029|PKUV01000029.1	15	15871	17166	-1	A		ssy:SLG_33460  putative aminotransferase	True	0.632	534.0	2.9399999999999984e-167								Aminotransferase class-V [PF00266.19]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_16	PKUV01	ENA|PKUV01000029|PKUV01000029.1	16	17607	18824	1	A		aba:Acid345_2567  peptidase M48, Ste24p	True	0.735	468.0	6.041999999999995e-145	MER0065537	M48C	MER0065537 - GSU1437 putative peptidase (Koribacter versatilis) [M48.019]#M48C#{peptidase unit: 142-324}~source YP_591642~	False	0.8420000000000001	321.0	3.7369999999999984e-95	Peptidase family M48 [PF01435.18]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_17	PKUV01	ENA|PKUV01000029|PKUV01000029.1	17	19066	19416	-1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_18	PKUV01	ENA|PKUV01000029|PKUV01000029.1	18	19574	20911	-1	C		gma:AciX8_0692  hypothetical protein	False	0.29600000000000004	177.0	1.301e-44												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_19	PKUV01	ENA|PKUV01000029|PKUV01000029.1	19	20908	21822	-1	A		aba:Acid345_1945  LysR family transcriptional regulator	True	0.669	391.0	3.322e-120								LysR substrate binding domain [PF03466.20]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.27]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_20	PKUV01	ENA|PKUV01000029|PKUV01000029.1	20	22390	22650	1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_21	PKUV01	ENA|PKUV01000029|PKUV01000029.1	21	22647	22919	1	D														ParE toxin of type II toxin-antitoxin system, parDE [PF05016.15]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_22	PKUV01	ENA|PKUV01000029|PKUV01000029.1	22	23469	24395	-1	A	K00024	aba:Acid345_1951  malate dehydrogenase (NAD); K00024 malate dehydrogenase [EC:1.1.1.37]	True	0.841	537.0	1.3519999999999991e-170								lactate/malate dehydrogenase, NAD binding domain [PF00056.23]; lactate/malate dehydrogenase, alpha/beta C-terminal domain [PF02866.18]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_23	PKUV01	ENA|PKUV01000029|PKUV01000029.1	23	24537	25955	-1	A	K00031	aba:Acid345_1950  isocitrate dehydrogenase (NADP); K00031 isocitrate dehydrogenase [EC:1.1.1.42]	True	0.782	751.0	1.2899999999999989e-241								Isocitrate/isopropylmalate dehydrogenase [PF00180.20]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_24	PKUV01	ENA|PKUV01000029|PKUV01000029.1	24	26121	26645	-1	C	K03767	aba:Acid345_2561  peptidylprolyl isomerase; K03767 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	False	0.851	308.0	5.023999999999998e-94								Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.21]		sp|Q5UP71|PPIL_MIMIV Structural PPIase-like protein L605; Xs	Xs	0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_25	PKUV01	ENA|PKUV01000029|PKUV01000029.1	25	26768	27478	-1	C		gma:AciX8_1291  Peptidylprolyl isomerase	False	0.523	211.0	3.568e-59								Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.21]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_26	PKUV01	ENA|PKUV01000029|PKUV01000029.1	26	27630	28865	-1	A		msd:MYSTI_07176  M19 family peptidase	True	0.62	502.0	1.4239999999999993e-156	MER1195953	M19	MER1195953 - family M19 unassigned peptidases () [M19.UPW]#M19#{peptidase unit: 35-416}~source OLC93892~	True	0.82	646.0	1.3439999999999986e-207	Membrane dipeptidase (Peptidase family M19) [PF01244.21]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_27	PKUV01	ENA|PKUV01000029|PKUV01000029.1	27	28904	29416	-1	C		ttr:Tter_2376  hypothetical protein	False	0.525	168.0	1.777e-45								AAA domain [PF13671.6]; Adenylylsulphate kinase [PF01583.20]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_28	PKUV01	ENA|PKUV01000029|PKUV01000029.1	28	29478	30275	-1	C		aba:Acid345_2577  hypothetical protein	False	0.603	227.0	4.0339999999999985e-64												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_29	PKUV01	ENA|PKUV01000029|PKUV01000029.1	29	30632	31384	-1	A	K00240	aba:Acid345_2572  sdhB; succinate dehydrogenase iron-sulfur subunit; K00240 succinate dehydrogenase iron-sulfur subunit [EC:1.3.99.1]	True	0.823	426.0	3.660999999999998e-133								2Fe-2S iron-sulfur cluster binding domain [PF13085.6]; 4Fe-4S dicluster domain [PF13183.6]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_30	PKUV01	ENA|PKUV01000029|PKUV01000029.1	30	31429	33198	-1	A	K00239	aba:Acid345_2571  sdhA; succinate dehydrogenase flavoprotein subunit; K00239 succinate dehydrogenase flavoprotein subunit [EC:1.3.99.1]	True	0.856	1045.0	0.0								FAD binding domain [PF00890.24]; Fumarate reductase flavoprotein C-term [PF02910.20]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_31	PKUV01	ENA|PKUV01000029|PKUV01000029.1	31	33376	34107	-1	C	K00241	gma:AciX8_1303  succinate dehydrogenase cytochrome b subunit; K00241 succinate dehydrogenase cytochrome b556 subunit	False	0.604	285.0	1.3649999999999996e-84								Succinate dehydrogenase/Fumarate reductase transmembrane subunit [PF01127.22]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_32	PKUV01	ENA|PKUV01000029|PKUV01000029.1	32	34312	34944	-1	C	K02428	aba:Acid345_2737  Ham1-like protein; K02428 dITP/XTP pyrophosphatase [EC:3.6.1.19]	False	0.598	233.0	3.6549999999999985e-67								Ham1 family [PF01725.16]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_33	PKUV01	ENA|PKUV01000029|PKUV01000029.1	33	35044	36876	-1	C		aba:Acid345_2733  hypothetical protein	False	0.35200000000000004	342.0	2.3429999999999985e-98								6-pyruvoyl-tetrahydropterin synthase related domain; membrane protein [PF10131.9]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_34	PKUV01	ENA|PKUV01000029|PKUV01000029.1	34	37306	38445	-1	C		aba:Acid345_2859  response regulator receiver protein	False	0.27	87.0	2.581e-15								PilZ domain [PF07238.14]; Response regulator receiver domain [PF00072.24]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_35	PKUV01	ENA|PKUV01000029|PKUV01000029.1	35	38477	38737	-1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_36	PKUV01	ENA|PKUV01000029|PKUV01000029.1	36	39036	39653	-1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_37	PKUV01	ENA|PKUV01000029|PKUV01000029.1	37	40278	41294	-1	A		aba:Acid345_3652  oxidoreductase	True	0.612	391.0	2.7149999999999985e-119								Oxidoreductase family, NAD-binding Rossmann fold [PF01408.22]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.17]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_38	PKUV01	ENA|PKUV01000029|PKUV01000029.1	38	41336	42682	-1	A	K06901	aba:Acid345_2295  xanthine/uracil/vitamin C transporter; K06901 putative MFS transporter, AGZA family, xanthine/uracil permease	True	0.684	592.0	7.108999999999995e-187								Permease family [PF00860.20]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_39	PKUV01	ENA|PKUV01000029|PKUV01000029.1	39	42975	43790	1	C		mox:DAMO_1338  hypothetical protein	False	0.511	259.0	3.3799999999999985e-75								IS1 transposase [PF03400.13]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_40	PKUV01	ENA|PKUV01000029|PKUV01000029.1	40	43618	44121	-1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_41	PKUV01	ENA|PKUV01000029|PKUV01000029.1	41	44243	44350	1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_42	PKUV01	ENA|PKUV01000029|PKUV01000029.1	42	44357	44551	1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_43	PKUV01	ENA|PKUV01000029|PKUV01000029.1	43	45135	46109	-1	A		aba:Acid345_2084  pyridoxal-5'-phosphate-dependent enzyme, beta subunit	True	0.644	409.0	7.728999999999995e-126								Pyridoxal-phosphate dependent enzyme [PF00291.25]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_44	PKUV01	ENA|PKUV01000029|PKUV01000029.1	44	46233	46475	1	C		tsa:AciPR4_0071  hypothetical protein	False	0.512	75.0	1.12e-14												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_45	PKUV01	ENA|PKUV01000029|PKUV01000029.1	45	46472	46900	1	C		tsa:AciPR4_0072  PIN domain-containing protein family protein	False	0.593	166.0	4.729e-45								PIN domain [PF01850.21]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_46	PKUV01	ENA|PKUV01000029|PKUV01000029.1	46	47637	48200	1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_47	PKUV01	ENA|PKUV01000029|PKUV01000029.1	47	48228	49892	-1	A	K12574	aba:Acid345_2092  beta-lactamase-like; K12574 ribonuclease J [EC:3.1.-.-]	True	0.805	919.0	4.190999999999996e-298								Metallo-beta-lactamase superfamily [PF00753.27]; Beta-lactamase superfamily domain [PF12706.7]; Ribonuclease J C-terminal domain [PF17770.1]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.12]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_48	PKUV01	ENA|PKUV01000029|PKUV01000029.1	48	50019	50807	1	C		aba:Acid345_2091  hypothetical protein	False	0.6579999999999999	303.0	2.197e-90								EcsC protein family [PF12787.7]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_49	PKUV01	ENA|PKUV01000029|PKUV01000029.1	49	50815	51036	-1	C		mox:DAMO_2370  AbrB family transcriptional regulator	False	0.589	85.0	2.0880000000000004e-18								prlF antitoxin for toxin YhaV_toxin [PF15937.5]; Antidote-toxin recognition MazE, bacterial antitoxin [PF04014.18]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_50	PKUV01	ENA|PKUV01000029|PKUV01000029.1	50	51175	52020	-1	A	K00674	aba:Acid345_2087  dapD; 2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase; K00674 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]	True	0.721	402.0	1.7779999999999992e-124								Tetrahydrodipicolinate N-succinyltransferase N-terminal [PF14805.6]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_51	PKUV01	ENA|PKUV01000029|PKUV01000029.1	51	52071	53201	-1	A	K01714	aba:Acid345_2493  dihydrodipicolinate synthase; K01714 dihydrodipicolinate synthase [EC:4.2.1.52]	True	0.728	432.0	4.635999999999998e-133								Dihydrodipicolinate synthetase family [PF00701.22]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_52	PKUV01	ENA|PKUV01000029|PKUV01000029.1	52	53366	54046	-1	C	K00215	aba:Acid345_2492  dihydrodipicolinate reductase; K00215 dihydrodipicolinate reductase [EC:1.3.1.26]	False	0.599	265.0	6.127999999999996e-78								Dihydrodipicolinate reductase, C-terminus [PF05173.14]; Dihydrodipicolinate reductase, N-terminus [PF01113.20]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_53	PKUV01	ENA|PKUV01000029|PKUV01000029.1	53	54184	55557	-1	A	K00928	aba:Acid345_2491  aspartate kinase III; K00928 aspartate kinase [EC:2.7.2.4]	True	0.653	590.0	5.063999999999995e-186								Amino acid kinase family [PF00696.28]; ACT domain [PF13840.6]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_54	PKUV01	ENA|PKUV01000029|PKUV01000029.1	54	55688	56740	-1	A	K00133	aba:Acid345_2490  aspartate-semialdehyde dehydrogenase; K00133 aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	True	0.691	479.0	1.1449999999999994e-149								Semialdehyde dehydrogenase, dimerisation domain [PF02774.18]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.24]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_55	PKUV01	ENA|PKUV01000029|PKUV01000029.1	55	57070	58104	1	A		oni:Osc7112_1646  galactose-1-phosphate uridylyltransferase (EC:2.7.7.12)	True	0.5429999999999999	350.0	2.906999999999998e-105								Domain of unknown function (DUF4921) [PF16268.5]; Galactose-1-phosphate uridyl transferase, N-terminal domain [PF01087.22]; Galactose-1-phosphate uridyl transferase, C-terminal domain [PF02744.17]; Domain of unknown function (DUF4931) [PF16285.5]; HIT domain [PF01230.23]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_56	PKUV01	ENA|PKUV01000029|PKUV01000029.1	56	58198	59310	-1	C		aba:Acid345_0566  hypothetical protein	False	0.453	285.0	3.238999999999998e-82								AI-2E family transporter [PF01594.16]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_57	PKUV01	ENA|PKUV01000029|PKUV01000029.1	57	59449	60219	-1	C		aba:Acid345_2489  hypothetical protein	False	0.4970000000000001	207.0	1.836e-57												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_58	PKUV01	ENA|PKUV01000029|PKUV01000029.1	58	60216	60863	-1	C	K00891	aba:Acid345_2488  shikimate kinase; K00891 shikimate kinase [EC:2.7.1.71]	False	0.398	116.0	1.361e-26								Shikimate kinase [PF01202.22]; AAA domain [PF13671.6]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_59	PKUV01	ENA|PKUV01000029|PKUV01000029.1	59	60888	61736	-1	C		sus:Acid_3083  hypothetical protein	False	0.269	66.0	3.151e-09												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_60	PKUV01	ENA|PKUV01000029|PKUV01000029.1	60	61778	62554	-1	C		aba:Acid345_2487  hypothetical protein	False	0.44	63.0	2.385e-08												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_61	PKUV01	ENA|PKUV01000029|PKUV01000029.1	61	62586	63176	-1	C	K03088	aba:Acid345_2486  ECF subfamily RNA polymerase sigma-24 factor; K03088 RNA polymerase sigma-70 factor, ECF subfamily	False	0.7340000000000001	281.0	3.9399999999999977e-84								ECF sigma factor [PF07638.11]; Sigma-70, region 4 [PF08281.12]; Sigma-70 region 2 [PF04542.14]		sp|P33658|RPSG_CLOAB RNA polymerase sigma-G factor; Xh	Xh	0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_62	PKUV01	ENA|PKUV01000029|PKUV01000029.1	62	63566	64987	-1	A		aba:Acid345_2484  major facilitator transporter	True	0.503	440.0	4.7259999999999985e-134								Major Facilitator Superfamily [PF07690.16]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_63	PKUV01	ENA|PKUV01000029|PKUV01000029.1	63	65170	65388	1	C		rrs:RoseRS_0655  hypothetical protein	False	0.684	90.0	3.2110000000000006e-20								Protein of unknown function (DUF433) [PF04255.14]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_64	PKUV01	ENA|PKUV01000029|PKUV01000029.1	64	65491	66069	-1	E																		0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_65	PKUV01	ENA|PKUV01000029|PKUV01000029.1	65	66295	67302	-1	A	K11996	aba:Acid345_2477  UBA/THIF-type NAD/FAD binding protein; K11996 adenylyltransferase and sulfurtransferase	True	0.7659999999999999	522.0	7.323999999999995e-165								ThiF family [PF00899.21]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_66	PKUV01	ENA|PKUV01000029|PKUV01000029.1	66	67632	70574	1	A		aba:Acid345_2476  surface antigen (D15)	True	0.474	826.0	4.051999999999995e-258								Surface antigen [PF01103.23]; Surface antigen variable number repeat [PF07244.15]				0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_67	PKUV01	ENA|PKUV01000029|PKUV01000029.1	67	70574	71281	1	C		aba:Acid345_2475  hypothetical protein	False	0.397	144.0	4.7689999999999994e-36												0
PKUV01_ENA|PKUV01000029|PKUV01000029.1_68	PKUV01	ENA|PKUV01000029|PKUV01000029.1	68	71278	75348	1	A		aba:Acid345_2474  hypothetical protein	True	0.381	874.0	4.194999999999995e-269								TamB, inner membrane protein subunit of TAM complex [PF04357.13]; AsmA family [PF05170.14]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_1	PKUV01	ENA|PKUV01000030|PKUV01000030.1	1	619	2016	1	C		bag:Bcoa_2233  peptidase S8 and S53 subtilisin kexin sedolisin	False	0.408	233.0	3.8529999999999996e-63	MER0122806	S53	MER0122806 - physarolisin II (Bacillus coagulans) [S53.008]#S53#{peptidase unit: 32-413}~source EAY42845~	False	0.408	233.0	2.7099999999999992e-64					0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_2	PKUV01	ENA|PKUV01000030|PKUV01000030.1	2	2130	2753	-1	E																		0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_3	PKUV01	ENA|PKUV01000030|PKUV01000030.1	3	2983	3411	-1	E																		0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_4	PKUV01	ENA|PKUV01000030|PKUV01000030.1	4	3500	4231	1	C		sur:STAUR_4007  hypothetical protein	False	0.487	175.0	1.1829999999999999e-46												0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_5	PKUV01	ENA|PKUV01000030|PKUV01000030.1	5	4470	5228	-1	C		aba:Acid345_4168  two component transcriptional regulator	False	0.633	315.0	8.215999999999995e-95								Response regulator receiver domain [PF00072.24]; Transcriptional regulatory protein, C terminal [PF00486.28]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_6	PKUV01	ENA|PKUV01000030|PKUV01000030.1	6	5225	6145	-1	C		aba:Acid345_4169  periplasmic sensor signal transduction histidine kinase	False	0.5820000000000001	340.0	1.5229999999999993e-102								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.26]; His Kinase A (phospho-acceptor) domain [PF00512.25]; GHKL domain [PF14501.6]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_7	PKUV01	ENA|PKUV01000030|PKUV01000030.1	7	6264	7229	-1	A	K00507	aba:Acid345_4171  Delta-9 acyl-phospholipid desaturase; K00507 stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1]	True	0.708	421.0	2.8709999999999992e-130								Fatty acid desaturase [PF00487.24]		sp|A0A0C5Q309|SCD1_TACFU Acyl-CoA desaturase 1; Xh	Xh	0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_8	PKUV01	ENA|PKUV01000030|PKUV01000030.1	8	7596	8099	1	C		aca:ACP_2695  putative cytochrome c family protein	False	0.591	114.0	1.148e-26								Cytochrome C oxidase, cbb3-type, subunit III [PF13442.6]; Cytochrome c [PF00034.21]				1
PKUV01_ENA|PKUV01000030|PKUV01000030.1_9	PKUV01	ENA|PKUV01000030|PKUV01000030.1	9	8458	10686	-1	A		sus:Acid_7736  TonB-dependent receptor	True	0.354	423.0	6.0469999999999955e-124								CarboxypepD_reg-like domain [PF13715.6]; Carboxypeptidase regulatory-like domain [PF13620.6]; TonB dependent receptor [PF00593.24]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_10	PKUV01	ENA|PKUV01000030|PKUV01000030.1	10	10848	11723	-1	A	K00042	aba:Acid345_1903  2-hydroxy-3-oxopropionate reductase; K00042 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	True	0.649	363.0	9.512999999999995e-111								NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.15]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.6]; Acetohydroxy acid isomeroreductase, NADPH-binding domain [PF07991.12]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_11	PKUV01	ENA|PKUV01000030|PKUV01000030.1	11	12020	12922	1	C		aba:Acid345_3901  hypothetical protein	False	0.287	116.0	1.2089999999999998e-25												0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_12	PKUV01	ENA|PKUV01000030|PKUV01000030.1	12	13475	14308	-1	A	K02557	aba:Acid345_3482  OmpA/MotB family outer membrane protein; K02557 chemotaxis protein MotB	True	0.696	355.0	5.237999999999997e-108								Membrane MotB of proton-channel complex MotA/MotB [PF13677.6]; OmpA family [PF00691.20]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_13	PKUV01	ENA|PKUV01000030|PKUV01000030.1	13	14317	15240	-1	A	K02556	aba:Acid345_3481  chemotaxis protein; K02556 chemotaxis protein MotA	True	0.705	419.0	1.0229999999999995e-129												0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_14	PKUV01	ENA|PKUV01000030|PKUV01000030.1	14	15247	16170	-1	C		aba:Acid345_3480  diguanylate cyclase with PAS/PAC sensor	False	0.35100000000000003	157.0	1.8319999999999997e-39								PAS fold [PF08448.10]; PAS fold [PF00989.25]; PAS domain [PF13188.7]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_15	PKUV01	ENA|PKUV01000030|PKUV01000030.1	15	16531	18732	-1	A	K06888	aba:Acid345_2384  hypothetical protein; K06888	True	0.633	884.0	1.5039999999999982e-282								Protein of unknown function, DUF255 [PF03190.15]; Thioredoxin-like [PF13899.6]; N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase) [PF07221.11]				1
PKUV01_ENA|PKUV01000030|PKUV01000030.1_16	PKUV01	ENA|PKUV01000030|PKUV01000030.1	16	18938	19933	-1	A		aba:Acid345_1040  peptidase dimerisation	True	0.65	419.0	2.9379999999999983e-129	MER0065451	M20A	MER0065451 - C44E12.1 g.p. ({Caenorhabditis elegans}) (Koribacter versatilis) [M20.A16]#M20A#{peptidase unit: 5-327}~source YP_590117~	True	0.66	417.0	9.962999999999993e-130	Peptidase family M20/M25/M40 [PF01546.28]; Peptidase dimerisation domain [PF07687.14]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_17	PKUV01	ENA|PKUV01000030|PKUV01000030.1	17	20031	20705	1	C	K07018	aba:Acid345_1042  hypothetical protein; K07018	False	0.6709999999999999	282.0	5.3789999999999995e-84	MER0065452	S09C	MER0065452 - subfamily S9C unassigned peptidases (Koribacter versatilis) [S09.UPC]#S09C#{peptidase unit: 20-214}~source YP_590119~	False	0.677	266.0	1.5359999999999993e-79	Serine aminopeptidase, S33 [PF12146.8]; Dienelactone hydrolase family [PF01738.18]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.18]; Alpha/beta hydrolase family [PF12697.7]; Prolyl oligopeptidase family [PF00326.21]; alpha/beta hydrolase fold [PF00561.20]; Alpha/beta hydrolase of unknown function (DUF1100) [PF06500.11]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_18	PKUV01	ENA|PKUV01000030|PKUV01000030.1	18	20767	22119	1	A	K00050	aba:Acid345_1043  hydroxypyruvate reductase; K00050 hydroxypyruvate reductase [EC:1.1.1.81]	True	0.618	526.0	4.8679999999999965e-164								Domain of unknown function (DUF4147) [PF13660.6]; MOFRL family [PF05161.13]				0
PKUV01_ENA|PKUV01000030|PKUV01000030.1_19	PKUV01	ENA|PKUV01000030|PKUV01000030.1	19	22291	23412	1	A	K02669	aba:Acid345_0704  twitching motility protein; K02669 twitching motility protein PilT	True	0.823	630.0	1.3789999999999988e-201								Type II/IV secretion system protein [PF00437.20]				0
